idRestaurants,Name,Address,City,State,Zip,DESCRIPTION,Location,Phone
1057,OLIVEIRA'S RESTAURANT,297 Chelsea,East Boston,MA,2128,Eating & Drinking,"(42.37699, -71.03023)",16173876069
1058,OLIVER'S ST CAFE,260 Franklin,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.35693, -71.05399)",16173305355
1059,OMNI PARKER HOUSE,56 School,Boston,MA,2108,Eating & Drinking,"(42.357778, -71.060109)",16172278600
1060,ONLY ONE JAMAICAN RESTAURANT,160 Norfolk,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.287159, -71.07862)",16178220444
1061,ORIENTAL HOUSE,3704 Washington,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.30042, -71.11292)",16175241551
1062,ORIENTAL HOUSE,560 Washington,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.292072, -71.071521)",16172829329
1063,Osaka Express,8 Park,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.351362, -71.06874)",18502153222
1064,Our House,54 Gainsborough,Boston,MA,2115,Eating & Drinking,"(42.34177, -71.08728)",16175364053
1065,P S Gourmet Coffee,758 Adams,Dorchester,MA,2121,Eating & Drinking w/ Take Out,"(42.283805, -71.055331)",16173695622
1066,P.F.CHANG'S CHINA BISTRO,8 Park,Boston,MA,2116,Eating & Drinking,"(42.351362, -71.06874)",16175730821
1067,PAD THAI CAFE,1116 Boylston,Boston,MA,2115,Eating & Drinking,"(42.34677, -71.088788)",16173121003
1068,Pagliuca's Restaurant,14 Parmenter,Boston,MA,2113,Eating & Drinking,"(42.36375, -71.05496)",16173671504
1069,Palm  Restaurant  (1 International Place),90 Oliver,Boston,MA,2110,Eating & Drinking,"(42.35635, -71.051804)",10000000000
1070,Panera Bread # 1636,3 Center,Boston,MA,2108,Eating & Drinking,"(42.35918, -71.06004)",10000000000
1071,PANIFICIO,144 Charles,Boston,MA,2114,Eating & Drinking,"(42.35998, -71.071)",16172274340
1072,Panza,326 Hanover,Boston,MA,2113,Eating & Drinking,"(42.364668, -71.05383)",16175579248
1073,PAPA GINO'S,1270 River,Hyde Park,MA,2136,Eating & Drinking w/ Take Out,"(42.255676, -71.123869)",17814611200
1074,PAPA GINO'S,19 Austin,Charlestown,MA,2129,Eating & Drinking w/ Take Out,"(42.375527, -71.0662)",17814611200
1075,PAPA GINO'S,748 Gallivan,Dorchester,MA,2122,Eating & Drinking w/ Take Out,"(42.284619, -71.045761)",17814611200
1076,PAPA RINO'S PIZZA,392 Geneva,Dorchester,MA,2122,Eating & Drinking w/ Take Out,"(42.30136, -71.067739)",16173234122
1077,Papagayo,15 West,Boston,MA,2111,Eating & Drinking,"(42.354739, -71.06211)",16174233600
1078,Papagayo,281 Summer,Boston,MA,2210,Eating & Drinking,"(42.34984, -71.05006)",16179560888
1079,PARADISE,963 Commonwealth,Boston,MA,2215,Eating & Drinking,"(42.35194, -71.11926)",16177780089
1080,Paraiso Restaurant,750 Dudley,Dorchester,MA,2125,Eating & Drinking,"(42.31787, -71.06643)",16172657067
1081,PARAMOUNT,44 Charles,Boston,MA,2114,Eating & Drinking,"(42.35724, -71.070269)",16175238832
1082,Parish Cafe,359 Boylston,Boston,MA,2116,Eating & Drinking,"(42.35193, -71.07166)",16172474777
1083,Parkside Cafe 1,1 Post Office,Boston,MA,2109,Eating & Drinking,"(42.356797, -71.054981)",16172921403
1084,Parkside Cafe 2,1 Post Office,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.356797, -71.054981)",16175127892
1085,PARLA,230 Hanover,Boston,MA,2113,Eating & Drinking,"(42.363343, -71.055353)",16173672824
1086,Pasta Beach,30 Rowes,Boston,MA,2110,Eating & Drinking,"(42.356587, -71.05038)",10000000000
1087,PASTEUR RESTAURANT I I,682 Washington,Boston,MA,2111,Eating & Drinking,"(42.351393, -71.062629)",18579195252
1088,PATS PIZZA,2254 Dorchester,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.273506, -71.067541)",16172989625
1089,Pat's Place,15 Francis,Boston,MA,2115,Eating & Drinking,"(42.335085, -71.105718)",16177324088
1090,P & R Restaurant & Ice Cream Parlor,208 Dudley,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.32863, -71.08105)",16172902147
1091,Bocao Latin Flavor,624 Blue Hill,Dorchester,MA,2121,Eating & Drinking,"(42.302878, -71.085018)",16173266347
1092,Beacon Cafe @Univ. of Mass Boston,100 William T Morrissey,Dorchester,MA,2125,Eating & Drinking,"(42.313144, -71.038947)",16172875033
1093,Kirin Teppanyaki & Wok,140 Brighton,Allston,MA,2134,Eating & Drinking,"(42.352761, -71.131849)",16177829444
1094,NINE ZERO HOTEL,90 Tremont,Boston,MA,2109,Eating & Drinking,"(42.35745, -71.0607)",16177725000
1095,Dona Habana Restaurant,811 Massachusetts,Roxbury,MA,2119,Eating & Drinking,"(42.33227, -71.074)",16177080796
1096,Elenas Cafe,424 Beacon,Boston,MA,2115,Eating & Drinking,"(42.35185, -71.08681)",17818881364
1097,HALEY HOUSE BAKERY CAFE,12 Dade,Roxbury,MA,2119,Eating & Drinking,"(42.33201, -71.08248)",16172368182
1098,Mcdonalds,511 Gallivan,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.28231, -71.05511)",16172883468
1099,Mcdonalds,1312 Hyde Park,Hyde Park,MA,2136,Eating & Drinking w/ Take Out,"(42.253729, -71.12432)",16172883468
1100,Pavement Coffee House,286 Newbury,Boston,MA,2115,Eating & Drinking,"(42.34886, -71.0844)",16177385541
1101,Pavement Coffeehouse,1096 Boylston,Boston,MA,2215,Eating & Drinking,"(42.346864, -71.088419)",16173205183
1102,Pavement Coffeehouse,1243 Commonwealth,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.350319, -71.131871)",16177894000
1103,Pavement Coffeehouse,44 Gainsborough,Boston,MA,2115,Eating & Drinking,"(42.341632, -71.08698)",16173205183
1104,Pavia,82 Water,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.357708, -71.05628)",16177203000
1105,PEACH FARM RESTAURANT,4 Tyler,Boston,MA,2111,Eating & Drinking,"(42.35115, -71.0604)",16174821116
1106,Peet's Coffee Shop,625 Huntington,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.336736, -71.099529)",16178797964
1107,PEKING HOUSE,160 Dudley,Roxbury,MA,2119,Eating & Drinking,"(42.328803, -71.082988)",10004429215
1108,Pellinos Ristorante,2 Prince,Boston,MA,2113,Eating & Drinking,"(42.36403, -71.05363)",16172277300
1109,PERKIN'S SQ DELI,106 Dorchester,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.3352, -71.04583)",16172694020
1110,Pete's Seafood,267 Bowdoin,Dorchester,MA,2122,Eating & Drinking,"(42.306542, -71.06641)",16178257114
1111,Petit Robert Central,93 Arch,Boston,MA,2110,Eating & Drinking,"(42.355042, -71.059128)",16177371777
1112,Beard Papa's and Chatime,145 Brighton,Allston,MA,2134,Eating & Drinking,"(42.35316, -71.13166)",16177174928
1113,Fomu Ice Cream,201 Brookline,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.344649, -71.102201)",10000000000
1114,Dig Inn,557 Boylston,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.350703, -71.076174)",19174147539
1115,Panera Bread,201 Brookline,Boston,MA,2215,Eating & Drinking,"(42.344649, -71.102201)",16172470179
1116,JIMMY JOHN'S,8 Park,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.351362, -71.06874)",10000000000
1117,Pho Viets,1095 Commonwealth,Allston,MA,2215,Eating & Drinking w/ Take Out,"(42.352383, -71.1253)",16175628828
1118,El Triunfo Restaurant,147 Berkeley,Roxbury,MA,2118,Eating & Drinking,"(42.3435, -71.0648)",16175428499
1119,PHO 2000,198 Adams,Dorchester,MA,2122,Eating & Drinking,"(42.30224, -71.06)",16174361908
1120,PHO AND I  INC.,267 Huntington,Boston,MA,2115,Eating & Drinking,"(42.342206, -71.086199)",16178526969
1121,Pho Hoa Restaurant,1370 Dorchester,Dorchester,MA,2122,Eating & Drinking,"(42.304043, -71.05896)",16172879746
1122,Pho Le,1356 Dorchester,Dorchester,MA,2122,Eating & Drinking,"(42.3044, -71.058961)",10000000000
1123,PHO SO 1 BOSTON,223 Adams,Dorchester,MA,2122,Eating & Drinking,"(42.301468, -71.060031)",16174368888
1124,Phuket Thai  Restaurant,1852 Centre,West Roxbury,MA,2132,Eating & Drinking,"(42.28611, -71.15439)",16174695200
1125,Piattini,226 Newbury,Boston,MA,2116,Eating & Drinking,"(42.34971, -71.08124)",16175362020
1126,Pier 6 Restaurant,1 Eighth,Charlestown,MA,2129,Eating & Drinking,"(42.373172, -71.050092)",10000000000
1127,Pikaichi,1 Brighton,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.352411, -71.125329)",16177894818
1128,Pin Bochinche Restaurant,3160 Washington,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.313579, -71.100251)",16175227410
1129,Pinkberry,288 Newbury,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.34884, -71.08449)",16173793545
1130,Piperi Restaurant,1 Beacon,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35845, -71.06084)",16172277471
1131,Pita Kabob,1 Avenue De Lafayette,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.353254, -71.061258)",16178182234
1132,Pita Thyme,112 Water,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.35819, -71.05486)",19784575444
1133,Unchained Pizza,960 William T Morrissey,Dorchester,MA,2122,Eating & Drinking w/ Take Out,"(42.291672, -71.046857)",16175106901
1134,Mcdonalds,540 Commonwealth,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.348492, -71.096725)",16172883468
1135,Pizza 24,301 Adams,Dorchester,MA,2122,Eating & Drinking w/ Take Out,"(42.299073, -71.058029)",16178222424
1136,Pizza Days,101 Brighton,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.353081, -71.130624)",16177877992
1137,Pizza E.T.C.,427 Faneuil,Brighton,MA,2135,Eating & Drinking,"(42.351221, -71.16835)",16172542022
1138,PIZZA OGGI,8 Perkins,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.32169, -71.11063)",16179830440
1139,Pizza Stop,851 Harrison,Roxbury,MA,2118,Eating & Drinking,"(42.33474, -71.07567)",16174274054
1140,Pizzatalia,618 Shawmut,Roxbury,MA,2118,Eating & Drinking w/ Take Out,"(42.33536, -71.08059)",16175414040
1141,Pizzeria Regina,11H Thacher,Boston,MA,2113,Eating & Drinking,"(42.365446, -71.0569)",13392190466
1142,PIZZERIA REGINA OF SO. STATION,630 Atlantic,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.352031, -71.055038)",13392190466
1143,PLAYWRIGHT CAFE',658 Broadway,South Boston,MA,2127,Eating & Drinking,"(42.335793, -71.038089)",10004641481
1144,PLAZA DELI II,7 Bulfinch,Boston,MA,2114,Eating & Drinking,"(42.361814, -71.06131)",16172271333
1145,Pleasant Cafe,4511 Washington,Roslindale,MA,2131,Eating & Drinking,"(42.27873, -71.13676)",16173232111
1146,POCKETS BILLIARD CLUB,981 Bennington,East Boston,MA,2128,Eating & Drinking,"(42.386267, -71.007379)",16175675163
1147,Pollo Campero,188 Border,East Boston,MA,2128,Eating & Drinking,"(42.375405, -71.040485)",16175689500
1148,Pollos A La Brasa Beto's,69 Bennington,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.375683, -71.036459)",16179704296
1149,PORTER BELLY'S,338 Washington,Brighton,MA,2135,Eating & Drinking,"(42.348901, -71.152529)",16172543300
1150,PORTERS BAR & GRILL,173 Portland,Boston,MA,2114,Eating & Drinking,"(42.364374, -71.061546)",16177427678
1151,haley henry wine bar,45 Province,Boston,MA,2108,Eating & Drinking,"(42.357037, -71.06017)",16179809823
1152,TOPASIO RESTAURANT,120 Meridian,East Boston,MA,2128,Eating & Drinking,"(42.37348, -71.03925)",10000000000
1153,Los Amigos,366 Washington,Brighton,MA,2135,Eating & Drinking,"(42.34896, -71.153749)",16179596915
1154,89 Broad Street,89 Broad,Boston,MA,2110,Eating & Drinking,"(42.35744, -71.05316)",16173481234
1155,The Pink Samurai,658 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.312748, -71.113869)",17744008515
1156,Emma's,537A Columbus,Roxbury,MA,2118,Eating & Drinking w/ Take Out,"(42.341708, -71.080787)",16172901409
1157,The Hopewell Bar & Kitchen,1277 Commonwealth,Allston,MA,2134,Eating & Drinking,"(42.34982, -71.13342)",16172088534
1158,Jugos,10 Whittier,Boston,MA,2114,Eating & Drinking w/ Take Out,"(42.365678, -71.066648)",19175337788
1159,Hi Bear Ice Cream,145 Brighton,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.35316, -71.13166)",16178885366
1160,Franciscan Children's Cafe,30 Warren,Allston,MA,2134,Eating & Drinking,"(42.350167, -71.14462)",16172543800
1161,Potbelly Sandwich Shop,1 Federal,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.3561, -71.05695)",10000000000
1162,Potbelly Sandwich Shop (275 Washington St.),275 Washington,Boston,MA,2108,Eating & Drinking,"(42.357825, -71.058248)",10000000000
1163,Potluck Cafe,7 Knapp,Boston,MA,2111,Eating & Drinking,"(42.35117, -71.06197)",16174821188
1164,Precinct Kitchen & Bar,350 Stuart,Boston,MA,2116,Eating & Drinking,"(42.34924, -71.07244)",16172667200
1165,Pret A Manger (185 Franklin St.),185 Franklin,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.3554, -71.05482)",10000000000
1166,PRIEL'S RESTAURANT PIZZA & MORE,11 Blue Hill,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.32487, -71.07551)",16174422003
1167,PRIMO'S RESTAURANT,28 Myrtle,Boston,MA,2114,Eating & Drinking,"(42.35922, -71.06557)",16174379000
1168,Project Place Gatehouse,1143 Washington,Roxbury,MA,2118,Eating & Drinking w/ Take Out,"(42.3438, -71.06631)",16175423740
1169,PROVINCE PLACE,44 Province,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.356871, -71.059919)",16173576861
1170,PU PU PLATTER RESTAURANT,2060 Centre,West Roxbury,MA,2132,Eating & Drinking w/ Take Out,"(42.27986, -71.15831)",16173233526
1171,Pueblo Viejo Pupuseria & Mexican Grill,170 Marion,East Boston,MA,2128,Eating & Drinking,"(42.376028, -71.035541)",16175610011
1172,PunJab Palace,109 Brighton,Allston,MA,2134,Eating & Drinking,"(42.35302, -71.13052)",10000000000
1173,PUNTO ROJO,16 Bennington,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.37529, -71.0383)",15697770000
1174,Puritan Restaurant,735 William T Morrissey,Dorchester,MA,2122,Eating & Drinking,"(42.295415, -71.048888)",16178256676
1175,PURPLE CACTUS,674 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.31214, -71.11395)",16175227588
1176,PUSHCART CAFE,117 Salem,Boston,MA,2113,Eating & Drinking,"(42.364427, -71.055371)",10000000000
1177,Dunkin Donuts,270 Newbury,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.34914, -71.08335)",17817208091
1178,Saltie Girl,277 Dartmouth,Boston,MA,2116,Eating & Drinking,"(42.35112, -71.07758)",18573504108
1179,QUATTRO RISTORANTE  GRILL & PIZZERIA,264 Hanover,Boston,MA,2113,Eating & Drinking w/ Take Out,"(42.363585, -71.054861)",16177200444
1180,Quic Pic BBQ,50 Beach,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.35154, -71.06073)",16174261110
1181,RABIA'S RESTAURANT,73 Salem,Boston,MA,2113,Eating & Drinking,"(42.363427, -71.055787)",16172276637
1182,Ray & Joan Kruk Community Center,650 Dudley,Dorchester,MA,2125,Eating & Drinking,"(42.319405, -71.070057)",16173186900
1183,Readville Tavern Inc.,11 Wolcott,Hyde Park,MA,2136,Eating & Drinking,"(42.237865, -71.131859)",10006684284
1184,Rebecca's Cafe,1 Waverly,Boston,MA,2111,Eating & Drinking,"(42.352467, -71.056269)",10000000000
1185,Rebecca's Cafe,380 Huntington,Boston,MA,2115,Eating & Drinking,"(42.33879, -71.088872)",17812720539
1186,Rebecca's Cafe,500 Boylston,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.35053, -71.0739)",17812720539
1187,Rebecca's Cafe Inc.,1 Beacon,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35845, -71.06084)",17812720539
1188,Red Barn Coffee Roasters,350 Longwood,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.339072, -71.108098)",15083977896
1189,Red Barn Coffee Roasters (FHSq.),1 Faneuil Hall,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.360028, -71.056245)",10000000000
1190,Red Hat Cafe,9 Bowdoin,Boston,MA,2114,Eating & Drinking,"(42.36102, -71.06319)",16175232175
1191,Red Lantern,39 Stanhope,Boston,MA,2116,Eating & Drinking,"(42.348486, -71.07334)",18603128483
1192,Red Line Pizza and Grill,582 Dorchester,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.329935, -71.056761)",16174643003
1193,Oasis Cafe,105 Bowdoin,Dorchester,MA,2121,Eating & Drinking w/ Take Out,"(42.29957, -71.07367)",16176378693
1194,Pressed,643A Tremont,Roxbury,MA,2118,Eating & Drinking w/ Take Out,"(42.34226, -71.07527)",18137278185
1195,Loco Taqueria & Oyster Bar,412 Broadway,South Boston,MA,2127,Eating & Drinking,"(42.337039, -71.047689)",16176501000
1196,Warrior Arena Snack Bar,100 Guest,Brighton,MA,2135,Eating & Drinking,"(42.357446, -71.144675)",16179277467
1197,Lucia Ristorante,415 Hanover,Boston,MA,2113,Eating & Drinking,"(42.365578, -71.052718)",16173672353
1198,NHU LAN Restaurant,1157 Dorchester,Dorchester,MA,2125,Eating & Drinking,"(42.311257, -71.058111)",17816059338
1199,Well Coffee House Boston,640 Atlantic,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.350021, -71.055941)",18572562173
1200,Sodexo @BIDMC,330 Brookline,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.33982, -71.10568)",16176672546
1201,Caffe Strega,175 Huntington,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.34493, -71.082807)",16173453992
1202,Redd's In Rozzie,4253 Washington,Roslindale,MA,2131,Eating & Drinking,"(42.28564, -71.12926)",16173251000
1203,Refuge Cafe,155 Brighton,Allston,MA,2134,Eating & Drinking,"(42.3532, -71.131939)",16172063229
1204,Regal,686 Morton,Dorchester,MA,2126,Eating & Drinking w/ Take Out,"(42.284737, -71.092088)",16174369458
1205,Regina Pizza of Allston,353 Cambridge,Brighton,MA,2134,Eating & Drinking,"(42.356111, -71.132629)",10000000000
1206,Renaissance Hotel (Club Lounge),606 Congress,Boston,MA,2210,Eating & Drinking,"(42.348192, -71.03913)",16174765606
1207,Renaissance Hotel (Employee Cafe),606 Congress,Boston,MA,2210,Eating & Drinking,"(42.348192, -71.03913)",16174765606
1208,Renaissance Hotel (Lobby Lounge),606 Congress,Boston,MA,2210,Eating & Drinking,"(42.348192, -71.03913)",16174765606
1209,Renaissance Hotel (Main Kitchen),606 Congress,Boston,MA,2210,Eating & Drinking,"(42.348192, -71.03913)",16174765606
1210,Renaissance Hotel (Starbucks),606 Congress,Boston,MA,2210,Eating & Drinking w/ Take Out,"(42.348192, -71.03913)",16174765606
1211,Render Coffee,563 Columbus,Roxbury,MA,2118,Eating & Drinking w/ Take Out,"(42.341146, -71.08149)",16172624142
1212,Residence Inn by Marriott,364 Congress,Boston,MA,2210,Eating & Drinking,"(42.35022, -71.04786)",16174780840
1213,Residence Inn Fenway - Boston,121 Brookline,Boston,MA,2215,Eating & Drinking,"(42.345729, -71.100303)",16172624646
1214,Restaurant Laura,688 Columbia,Dorchester,MA,2125,Eating & Drinking,"(42.320083, -71.062638)",16178259004
1215,RICCARDO'S RISTORANTE,175 North,Boston,MA,2113,Eating & Drinking,"(42.36318, -71.05376)",16177203994
1216,Rice Bowl,2 Hemenway,Boston,MA,2115,Eating & Drinking,"(42.346566, -71.089039)",16172672828
1217,Richy's,1461 River,Hyde Park,MA,2136,Eating & Drinking,"(42.25194, -71.13119)",16173611545
1218,Rigoletto,115 Salem,Boston,MA,2113,Eating & Drinking,"(42.364414, -71.055372)",16174178287
1219,RINCON LIMENO,409 Chelsea,East Boston,MA,2128,Eating & Drinking,"(42.37986, -71.02689)",10005694942
1220,Rinconcito Salvadoreno,313 Meridian,East Boston,MA,2128,Eating & Drinking,"(42.377482, -71.038994)",16174187718
1221,RINO'S PIZZA,730 Blue Hill,Dorchester,MA,2121,Eating & Drinking w/ Take Out,"(42.299836, -71.086029)",16178225134
1222,RISTORANTE EUNO,119 Salem,Boston,MA,2113,Eating & Drinking,"(42.364531, -71.055371)",16175739406
1223,Ristorante Toscano Inc.,41 Charles,Boston,MA,2114,Eating & Drinking,"(42.357406, -71.069855)",10007234090
1224,RITZ-CARLTON BOSTON COMMON,10 Avery,Boston,MA,2111,Eating & Drinking,"(42.353086, -71.063336)",16175747100
1225,River Grille Restaurant & Cafe Inc.,1263 River,Hyde Park,MA,2136,Eating & Drinking,"(42.256005, -71.12376)",16173646600
1226,RIVER STREET GRILL,73 River,Mattapan,MA,2126,Eating & Drinking w/ Take Out,"(42.27157, -71.07364)",16172961813
1227,RIVERSIDE CAFE-LEV1,32 Fruit,Boston,MA,2114,Eating & Drinking,"(42.362202, -71.068988)",16177262522
1228,RIZZO'S PIZZA,347 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.32274, -71.10644)",16175226480
1229,Roast Beast of Boston,1082 Commonwealth,Boston,MA,2134,Eating & Drinking,"(42.35168, -71.12366)",16172322600
1230,Robinwood Cafe & Grille,536 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.31686, -71.11327)",16175247575
1231,ROCHE BROS. SUPERMARKET,1800 Centre,West Roxbury,MA,2132,Eating & Drinking w/ Take Out,"(42.287186, -71.152539)",16174695747
1232,ROCK BOTTOM REST. & BREWERY,115 Stuart,Boston,MA,2116,Eating & Drinking,"(42.351377, -71.065481)",13036644083
1233,Rock City Pizza,568 Cambridge,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.352294, -71.140439)",16177827625
1234,Rod Dee 2 Thai Cuisine,94 Peterborough,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.34302, -71.099229)",16178590969
1235,Rome Pizza,416 Tremont,Roxbury,MA,2116,Eating & Drinking w/ Take Out,"(42.346778, -71.068561)",16176951640
1236,Rondo's Sub Shop,134 Broadway,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.34107, -71.054)",16172690274
1237,Roost Bistro on Newbury,257 Newbury,Boston,MA,2116,Eating & Drinking,"(42.34966, -71.08314)",16175706000
1238,ROSLINDALE HOUSE OF PIZZA,4168 Washington,Roslindale,MA,2131,Eating & Drinking w/ Take Out,"(42.287818, -71.126399)",17812547749
1239,Rosticeria Cancun,143 Meridian,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.37369, -71.038873)",16179702574
1240,Row 34,381 Congress,Boston,MA,2110,Eating & Drinking,"(42.349586, -71.047643)",10000000000
1241,Rox Diner,1881 Centre,West Roxbury,MA,2132,Eating & Drinking w/ Take Out,"(42.286043, -71.155668)",16173271909
1242,Roxys Grilled Cheese,485 Cambridge,Allston,MA,2134,Eating & Drinking,"(42.353821, -71.137219)",17816327222
1243,Royal Fried Chicken,2360 Washington,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.329364, -71.084435)",16174426927
1244,ROYAL ROAST BEEF & SEAFOOD,752 Bennington,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.38557, -71.01084)",16175677779
1245,Royale,279 Tremont,Boston,MA,2116,Eating & Drinking,"(42.34995, -71.065539)",10002277699
1246,Rustica Pizza,146 Belgrade,Roslindale,MA,2131,Eating & Drinking w/ Take Out,"(42.286122, -71.136731)",16173277707
1247,Ruth's Chris Steak House,45 School,Boston,MA,2108,Eating & Drinking,"(42.35811, -71.05933)",14073337440
1248,Sa Pa,43 Kingston,Boston,MA,2111,Eating & Drinking,"(42.35345, -71.05947)",16178750220
1249,SABATINO'S ITALIAN KITCHEN,1443 Commonwealth,Brighton,MA,2135,Eating & Drinking,"(42.348837, -71.140429)",16177879393
1250,Saints Diner,572 Washington,Dorchester,MA,2124,Eating & Drinking,"(42.29159, -71.07147)",16172883555
1251,Sakura Japan,350 Longwood,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.339072, -71.108098)",10000000000
1252,SAKURAABANA INC,57 Broad,Boston,MA,2109,Eating & Drinking,"(42.358002, -71.054229)",16175424311
1253,Sals Lunch,31 Thacher,Boston,MA,2113,Eating & Drinking,"(42.36536, -71.05793)",10005239892
1254,Sal's Pizza/Bakery,150 Tremont,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.354798, -71.063101)",10000000000
1255,SALSAS MEXICAN GRILL,417 Washington,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35582, -71.0604)",16173380162
1256,SALSA'S MEXICAN GRILLED,118 Dorchester,South Boston,MA,2127,Eating & Drinking,"(42.335002, -71.046228)",16172688324
1257,Salty Pig,130 Dartmouth,Boston,MA,2116,Eating & Drinking,"(42.346779, -71.0761)",10000000000
1258,Samurai Boston,827 Boylston,Boston,MA,2116,Eating & Drinking,"(42.34897, -71.08257)",16172367672
1259,Samurai Express,31 Saint James,Boston,MA,2116,Eating & Drinking,"(42.35091, -71.07152)",17813082385
1260,Sapient Corp. Aramark Coffee Bar,131 Dartmouth,Boston,MA,2116,Eating & Drinking,"(42.34682, -71.07543)",18573217106
1261,Sarah Care,1225 Dorchester,Dorchester,MA,2125,Eating & Drinking,"(42.308959, -71.058405)",16178233090
1262,Sarku Japan,417 Washington,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35583, -71.0604)",19054145704
1263,Squeeze Juice Company,15 Channel Center,Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.345668, -71.05112)",16173505181
1264,La Parrilla,299 Hancock,Dorchester,MA,2125,Eating & Drinking w/ Take Out,"(42.308104, -71.058789)",16179905754
1265,Sate Grill,89 South,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.35192, -71.05795)",16173089615
1266,Saturday Afternoon,1256 Boylston,Boston,MA,2215,Eating & Drinking,"(42.344764, -71.09583)",16172662986
1267,Savin Bar And Kitchen,112 Savin Hill,Dorchester,MA,2125,Eating & Drinking,"(42.31168, -71.05351)",16174367676
1268,Savin Scoops,107 Savin Hill,Dorchester,MA,2125,Eating & Drinking w/ Take Out,"(42.311608, -71.053998)",16174367676
1269,Savvor Restaurant & Lounge,174 Lincoln,Boston,MA,2111,Eating & Drinking,"(42.350585, -71.058431)",18572502165
1270,SBARRO RESTAURANT,100 Terminal,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.364539, -71.021817)",10000000000
1271,Scali Deli Cafe,147 Pearl,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.35457, -71.053679)",16175421965
1272,Scholars Restaurant,23 School,Boston,MA,2108,Eating & Drinking,"(42.3577, -71.05896)",16177423100
1273,Schraffts Center Cafe,529 Main,Charlestown,MA,2129,Eating & Drinking,"(42.38451, -71.07193)",16172422700
1274,SCOLLAY SQUARE,21 Beacon,Boston,MA,2108,Eating & Drinking,"(42.3582, -71.06238)",16175481261
1275,Scoozi,580 Commonwealth,Boston,MA,2215,Eating & Drinking,"(42.348814, -71.099357)",16179538123
1276,Scoozi (237 Newbury St.),237 Newbury,Boston,MA,2116,Eating & Drinking,"(42.349901, -71.082039)",16172478847
